1866.000	1183.667
1867.000	1182.333
1868.000	1241.333
1869.000	1291.333
1870.000	1445.333
1871.000	1479.667
1872.000	1530.333
1873.000	1590.000
1874.000	1702.000
1875.000	1765.333
1876.000	1910.000
1877.000	1882.667
1878.000	1844.667
1879.000	1862.333
1880.000	1996.667
1881.000	2073.667
1882.000	2233.333
1883.000	2217.333
1884.000	2273.333
1885.000	2197.667
1886.000	2193.000
1887.000	2237.000
1888.000	2358.667
1889.000	2422.667
1890.000	2522.000
1891.000	2457.000
1892.000	2466.667
1893.000	2383.667
1894.000	2402.667
1895.000	2367.333
1896.000	2338.000
1897.000	2394.000
1898.000	2497.000
1899.000	2345.667
1900.000	2286.667
1901.000	2221.333
1902.000	2274.667
1903.000	2276.000
1904.000	2268.000
1905.000	2008.333
1906.000	1805.000
1907.000	1787.000
1908.000	1788.667
1909.000	1823.000
1910.000	1930.333
1911.000	1839.667
1912.000	1777.333
1913.000	1666.333
1914.000	1683.333
1915.000	1624.333
1916.000	1526.000
1917.000	1481.000
1918.000	1557.000
1919.000	1500.000
1920.000	1492.667
1921.000	1431.000
1922.000	1439.333
1923.000	1419.000
1924.000	1457.667
1925.000	1541.667
1926.000	1642.333
1927.000	1560.000
1928.000	1540.333
1929.000	1610.000
1930.000	1748.667
1931.000	1782.333
1932.000	1889.667
1933.000	1869.667
1934.000	1906.333
1935.000	2065.333
1936.000	2298.333
1937.000	2142.667
1938.000	2132.333
1939.000	2370.000
1940.000	2609.333
1941.000	2615.000
1942.000	2753.667
1943.000	3038.000
1944.000	3370.667
1945.000	3451.667
1946.000	3631.667
1947.000	3725.000
1948.000	3866.333
1949.000	4200.667
1950.000	4579.667
1951.000	4779.333
1952.000	4991.333
1953.000	5289.000
1954.000	5654.000
1955.000	5985.000
1956.000	6318.000
1957.000	6665.333
1958.000	7103.000
1959.000	7211.333
1960.000	7342.333
1961.000	7875.000
1962.000	8471.333
1963.000	8960.333
1964.000	9478.000
1965.000	9784.000
1966.000	10169.000
1967.000	10635.000
1968.000	11060.333
1969.000	11563.333
1970.000	12075.333
1971.000	12331.667
1972.000	12673.333
1973.000	13080.667
1974.000	13505.667
1975.000	13994.667
1976.000	14514.333
1977.000	14804.000
1978.000	15032.333
1979.000	15240.333
1980.000	15526.333
1981.000	15886.000
1982.000	16234.667
1983.000	16407.667
1984.000	16542.333
1985.000	16614.333
1986.000	16798.333
1987.000	16799.000
1988.000	16731.000
1989.000	16819.333
1990.000	16959.000
1991.000	16852.667
1992.000	16749.667
1993.000	16623.000
1994.000	16536.000
1995.000	16266.000
1996.000	15972.333
1997.000	15685.000
1998.000	15536.333
1999.000	15226.000
2000.000	14962.000
2001.000	14599.667
2002.000	14188.667
2003.000	13809.667
2004.000	13426.333
2005.000	12948.333
2006.000	12591.000
2007.000	12338.000
2008.000	12116.667
2009.000	11557.333
2010.000	11046.000
2011.000	10605.333
2012.000	10131.667
2013.000	9663.000
2014.000	9271.333
2015.000	8749.333
2016.000	8279.000
2017.000	7995.667
2018.000	7767.333
2019.000	7452.333
2020.000	7210.333
2021.000	6967.333
2022.000	6857.000
2023.000	6724.333
2024.000	6505.000
2025.000	6254.667
2026.000	6174.000
2027.000	5931.667
2028.000	5686.000
2029.000	5497.333
2030.000	5337.667
2031.000	5303.000
2032.000	5300.000
2033.000	5103.000
2034.000	5013.667
2035.000	4819.667
2036.000	4629.333
2037.000	4438.667
2038.000	4293.667
2039.000	4147.333
2040.000	4012.000
2041.000	3937.667
2042.000	3954.667
2043.000	3935.000
2044.000	3910.000
2045.000	3659.000
2046.000	3529.667
2047.000	3501.333
2048.000	3508.333
2049.000	3490.333
2050.000	3573.333
2051.000	3356.000
2052.000	3171.667
2053.000	3045.000
2054.000	3010.333
2055.000	3026.333
2056.000	3099.667
2057.000	3125.333
2058.000	3262.000
2059.000	3394.667
2060.000	3547.667
2061.000	3542.333
2062.000	3605.000
2063.000	3650.667
2064.000	3703.000
2065.000	3741.667
2066.000	3913.000
2067.000	3993.333
2068.000	4042.667
2069.000	4079.667
2070.000	4233.667
2071.000	4518.000
2072.000	4918.333
2073.000	4947.000
2074.000	5044.667
2075.000	5443.333
2076.000	5831.000
2077.000	5961.667
2078.000	6280.000
2079.000	6737.333
2080.000	6999.000
2081.000	7056.333
2082.000	7264.000
2083.000	7492.000
2084.000	7776.333
2085.000	8197.667
2086.000	8675.333
2087.000	9053.000
2088.000	9445.667
2089.000	9809.333
2090.000	10285.667
2091.000	10568.000
2092.000	10863.667
2093.000	11270.667
2094.000	11682.000
2095.000	12062.000
2096.000	12468.333
2097.000	12821.333
2098.000	13290.667
2099.000	13684.000
2100.000	14010.333
2101.000	14240.333
2102.000	14694.667
2103.000	15142.333
2104.000	15514.000
2105.000	15834.000
2106.000	16193.000
2107.000	16423.333
2108.000	16705.000
2109.000	17078.333
2110.000	17449.667
2111.000	17732.333
2112.000	18103.667
2113.000	18424.333
2114.000	18856.667
2115.000	19257.667
2116.000	19664.333
2117.000	20044.333
2118.000	20452.000
2119.000	20761.000
2120.000	21087.000
2121.000	21357.000
2122.000	21714.000
2123.000	22194.333
2124.000	22676.000
2125.000	23025.667
2126.000	23395.667
2127.000	23875.000
2128.000	24338.000
2129.000	24477.000
2130.000	24657.000
2131.000	24907.333
2132.000	25183.667
2133.000	25462.000
2134.000	25738.000
2135.000	25794.000
2136.000	25841.667
2137.000	25877.667
2138.000	26008.667
2139.000	26029.667
2140.000	26037.333
2141.000	25999.667
2142.000	25983.333
2143.000	25782.333
2144.000	25523.667
2145.000	25331.667
2146.000	25142.333
2147.000	24679.000
2148.000	24334.667
2149.000	23957.333
2150.000	23599.333
2151.000	23201.333
2152.000	22803.333
2153.000	22368.333
2154.000	21912.667
2155.000	21436.000
2156.000	20941.000
2157.000	20289.000
2158.000	19736.000
2159.000	19281.333
2160.000	18996.667
2161.000	18624.667
2162.000	18346.000
2163.000	18158.000
2164.000	17815.000
2165.000	17304.333
2166.000	16906.667
2167.000	16618.333
2168.000	16485.000
2169.000	16319.667
2170.000	16183.000
2171.000	16202.333
2172.000	16317.333
2173.000	16396.667
2174.000	16334.667
2175.000	16095.333
2176.000	16041.000
2177.000	16065.667
2178.000	16127.333
2179.000	16327.000
2180.000	16518.333
2181.000	16519.667
2182.000	16559.333
2183.000	16461.000
2184.000	16312.000
2185.000	16063.000
2186.000	15931.667
2187.000	15859.333
2188.000	15710.000
2189.000	15445.667
2190.000	15306.333
2191.000	15027.000
2192.000	14709.667
2193.000	14333.000
2194.000	14046.667
2195.000	13573.000
2196.000	13189.333
2197.000	12799.333
2198.000	12489.333
2199.000	12006.000
2200.000	11490.333
2201.000	10853.333
2202.000	10339.333
2203.000	9935.667
2204.000	9507.667
2205.000	9113.000
2206.000	8823.667
2207.000	8206.000
2208.000	7700.333
2209.000	7384.667
2210.000	7103.333
2211.000	6579.000
2212.000	6093.000
2213.000	5702.333
2214.000	5385.333
2215.000	4982.000
2216.000	4568.333
2217.000	4399.000
2218.000	4445.000
2219.000	4451.333
2220.000	4459.000
2221.000	4327.667
2222.000	4181.000
2223.000	3711.333
2224.000	3379.333
2225.000	3359.333
2226.000	3391.667
2227.000	3471.333
2228.000	3556.333
2229.000	3525.667
2230.000	3656.667
2231.000	3783.333
2232.000	3870.000
2233.000	3952.000
2234.000	4093.667
2235.000	3988.000
2236.000	3980.667
2237.000	4155.000
2238.000	4431.667
2239.000	4711.333
2240.000	5001.333
2241.000	5144.000
2242.000	5282.667
2243.000	5501.333
2244.000	5773.667
2245.000	5981.333
2246.000	6218.000
2247.000	6389.333
2248.000	6571.333
2249.000	6923.000
2250.000	7431.333
2251.000	7678.667
2252.000	7903.333
2253.000	8167.000
2254.000	8480.667
2255.000	8863.333
2256.000	9231.667
2257.000	9714.333
2258.000	10285.667
2259.000	10743.333
2260.000	11208.000
2261.000	11655.333
2262.000	12124.333
2263.000	12509.667
2264.000	12954.667
2265.000	13541.333
2266.000	14135.333
2267.000	14385.000
2268.000	14546.333
2269.000	14899.333
2270.000	15398.667
2271.000	15682.333
2272.000	16045.333
2273.000	16313.667
2274.000	16612.000
2275.000	16812.333
2276.000	16905.667
2277.000	17087.000
2278.000	17421.667
2279.000	17569.000
2280.000	17682.000
2281.000	17603.000
2282.000	17618.000
2283.000	17654.667
2284.000	17656.333
2285.000	17509.667
2286.000	17382.333
2287.000	17195.000
2288.000	17083.333
2289.000	16863.333
2290.000	16679.000
2291.000	16484.333
2292.000	16284.667
2293.000	16041.000
2294.000	15852.000
2295.000	15587.667
2296.000	15390.667
2297.000	15239.000
2298.000	15097.000
2299.000	14678.333
2300.000	14280.000
2301.000	13932.000
2302.000	13592.333
2303.000	13305.667
2304.000	13090.667
2305.000	12816.333
2306.000	12641.333
2307.000	12457.333
2308.000	12293.000
2309.000	12209.333
2310.000	12177.667
2311.000	12056.667
2312.000	11982.000
2313.000	11964.333
2314.000	11965.333
2315.000	11732.000
2316.000	11513.000
2317.000	11418.333
2318.000	11401.333
2319.000	11257.000
2320.000	11184.000
2321.000	11127.333
2322.000	11064.667
2323.000	10879.333
2324.000	10725.667
2325.000	10520.333
2326.000	10397.333
2327.000	10221.333
2328.000	10063.000
2329.000	9784.000
2330.000	9644.333
2331.000	9328.000
2332.000	9028.000
2333.000	8787.000
2334.000	8523.000
2335.000	8195.333
2336.000	7948.333
2337.000	7617.333
2338.000	7368.000
2339.000	7049.333
2340.000	6790.333
2341.000	6435.000
2342.000	6060.667
2343.000	5664.333
2344.000	5336.333
2345.000	5080.000
2346.000	4929.000
2347.000	4529.333
2348.000	4107.333
2349.000	3788.667
2350.000	3614.667
2351.000	3394.667
2352.000	3206.000
2353.000	3033.000
2354.000	2972.667
2355.000	3028.667
2356.000	3152.667
2357.000	2793.000
2358.000	2469.333
2359.000	2349.000
2360.000	2296.333
2361.000	2115.667
2362.000	1971.333
2363.000	1905.667
2364.000	1897.667
2365.000	2000.000
2366.000	2179.000
2367.000	2060.000
2368.000	1967.000
2369.000	1882.000
2370.000	1900.000
2371.000	1961.000
2372.000	2080.333
2373.000	2225.667
2374.000	2417.667
2375.000	2351.667
2376.000	2315.000
2377.000	2363.333
2378.000	2598.000
2379.000	2767.000
