0.0	-0.856317	0.0	0.769229
0.005	-0.86059	10.0	3.263399e-005
0.01	-0.864863	20.0	4.781719e-006
0.015	-0.86815	30.0	2.369128e-006
0.02	-0.866835	40.0	1.525378e-006
0.025	-0.869464	50.0	2.078635e-006
0.03	-0.872094	60.0	1.051748e-006
0.035	-0.876038	70.0	1.002069e-006
0.04	-0.873409	80.0	5.808064e-007
0.045	-0.878339	90.0	5.286554e-007
0.05	-0.880968	100.0	1.816105e-006
0.055	-0.882283	110.0	5.286554e-007
0.06	-0.883927	120.0	5.808064e-007
0.065	-0.886885	130.0	1.002069e-006
0.07	-0.885899	140.0	1.051748e-006
0.075	-0.888528	150.0	2.078635e-006
0.08	-0.887542	160.0	1.525378e-006
0.085	-0.886885	170.0	2.369128e-006
0.09	-0.885241	180.0	4.781719e-006
0.095	-0.886885	190.0	3.263399e-005
