0.0	0.206666	0.0	0.0
0.001	0.686553	0.0	0.0
0.002	0.92814	0.0	0.0
0.003	0.816715	0.0	0.0
0.004	0.409139	0.0	0.0
0.005	-0.141745	0.0	0.0
0.006	-0.634451	0.0	0.0
0.007	-0.877024	0.0	0.0
0.008	-0.763626	0.0	0.0
0.009	-0.350134	0.0	0.0
0.01	0.199764	0.0	0.0
0.011	0.681623	0.0	0.0
0.012	0.927154	0.0	0.0
0.013	0.819673	0.0	0.0
0.014	0.416699	0.0	0.0
0.015	-0.134842	0.0	0.0
0.016	-0.628206	0.0	0.0
0.017	-0.876038	0.0	0.0
0.018	-0.76757	0.0	0.0
0.019	-0.35868	0.0	0.0
0.02	0.192861	0.0	0.0
0.021	0.678336	0.0	0.0
0.022	0.926168	0.0	0.0
0.023	0.821316	0.0	0.0
0.024	0.42393	0.0	0.0
0.025	-0.127611	0.0	0.0
0.026	-0.622289	0.0	0.0
0.027	-0.874723	0.0	0.0
0.028	-0.770857	0.0	0.0
0.029	-0.365583	0.0	0.0
0.03	0.187931	0.0	0.0
0.031	0.66979	0.0	0.0
0.032	0.924525	0.0	0.0
0.033	0.82789	0.0	0.0
0.034	0.43149	0.0	0.0
0.035	-0.119723	0.0	0.0
0.036	-0.617688	0.0	0.0
0.037	-0.872751	0.0	0.0
0.038	-0.77513	0.0	0.0
0.039	-0.369856	0.0	0.0
0.04	0.178728	0.0	0.0
0.041	0.666503	0.0	0.0
0.042	0.922553	0.0	0.0
0.043	0.829533	0.0	0.0
0.044	0.438064	0.0	0.0
0.045	-0.109533	0.0	0.0
0.046	-0.611114	0.0	0.0
0.047	-0.868478	0.0	0.0
0.048	-0.780389	0.0	0.0
0.049	-0.376429	0.0	0.0
0.05	0.170511	0.0	0.0
0.051	0.660916	0.0	0.0
0.052	0.921895	0.0	0.0
0.053	0.833806	0.0	0.0
0.054	0.445624	0.0	0.0
0.055	-0.10033	0.0	0.0
0.056	-0.605855	0.0	0.0
0.057	-0.87045	0.0	0.0
0.058	-0.776774	0.0	0.0
0.059	-0.386619	0.0	0.0
0.06	0.163937	0.0	0.0
0.061	0.657957	0.0	0.0
0.062	0.918608	0.0	0.0
0.063	0.838737	0.0	0.0
0.064	0.449239	0.0	0.0
0.065	-0.096057	0.0	0.0
0.066	-0.59961	0.0	0.0
0.067	-0.869464	0.0	0.0
0.068	-0.783348	0.0	0.0
0.069	-0.392864	0.0	0.0
0.07	0.155391	0.0	0.0
0.071	0.650398	0.0	0.0
0.072	0.917294	0.0	0.0
0.073	0.841038	0.0	0.0
0.074	0.460086	0.0	0.0
0.075	-0.089812	0.0	0.0
0.076	-0.595008	0.0	0.0
0.077	-0.867163	0.0	0.0
0.078	-0.79025	0.0	0.0
0.079	-0.401081	0.0	0.0
0.08	0.149803	0.0	0.0
0.081	0.642838	0.0	0.0
0.082	0.913678	0.0	0.0
0.083	0.844324	0.0	0.0
0.084	0.464688	0.0	0.0
0.085	-0.080608	0.0	0.0
0.086	-0.589749	0.0	0.0
0.087	-0.866506	0.0	0.0
0.088	-0.793537	0.0	0.0
0.089	-0.407984	0.0	0.0
0.09	0.140271	0.0	0.0
0.091	0.636921	0.0	0.0
0.092	0.914664	0.0	0.0
0.093	0.846625	0.0	0.0
0.094	0.47159	0.0	0.0
0.095	-0.072391	0.0	0.0
0.096	-0.582189	0.0	0.0
0.097	-0.864205	0.0	0.0
0.098	-0.798796	0.0	0.0
0.099	-0.414557	0.0	0.0
