0.0	-0.847113	0.0	0.000878
0.005	0.266159	10.0	1.3067e-006
0.01	0.901516	20.0	1.947447e-006
0.015	-0.202881	30.0	2.93294e-006
0.02	-0.849414	40.0	1.090948e-005
0.025	0.259585	50.0	0.205255
0.03	0.903817	60.0	7.825039e-006
0.035	-0.196307	70.0	9.569381e-007
0.04	-0.851058	80.0	8.417085e-007
0.045	0.253012	90.0	4.391727e-007
0.05	0.905789	100.0	5.601118e-006
0.055	-0.187433	110.0	4.391727e-007
0.06	-0.854016	120.0	8.417085e-007
0.065	0.244466	130.0	9.569381e-007
0.07	0.909405	140.0	7.825039e-006
0.075	-0.181516	150.0	0.205255
0.08	-0.856317	160.0	1.090948e-005
0.085	0.239535	170.0	2.93294e-006
0.09	0.910062	180.0	1.947447e-006
0.095	-0.174614	190.0	1.3067e-006
