0.0	-0.396808	0.0	0.0
0.001	0.151775	0.0	0.0
0.002	0.646125	0.0	0.0
0.003	0.915979	0.0	0.0
0.004	0.842352	0.0	0.0
0.005	0.460415	0.0	0.0
0.006	-0.081923	0.0	0.0
0.007	-0.592379	0.0	0.0
0.008	-0.86552	0.0	0.0
0.009	-0.792551	0.0	0.0
0.01	-0.404039	0.0	0.0
0.011	0.143558	0.0	0.0
0.012	0.639879	0.0	0.0
0.013	0.91565	0.0	0.0
0.014	0.845311	0.0	0.0
0.015	0.468303	0.0	0.0
0.016	-0.075678	0.0	0.0
0.017	-0.586134	0.0	0.0
0.018	-0.864205	0.0	0.0
0.019	-0.793537	0.0	0.0
0.02	-0.41127	0.0	0.0
0.021	0.136327	0.0	0.0
0.022	0.633963	0.0	0.0
0.023	0.911706	0.0	0.0
0.024	0.854843	0.0	0.0
0.025	0.473891	0.0	0.0
0.026	-0.06779	0.0	0.0
0.027	-0.580875	0.0	0.0
0.028	-0.861904	0.0	0.0
0.029	-0.800111	0.0	0.0
0.03	-0.416858	0.0	0.0
0.031	0.129424	0.0	0.0
0.032	0.629361	0.0	0.0
0.033	0.909405	0.0	0.0
0.034	0.851227	0.0	0.0
0.035	0.480465	0.0	0.0
0.036	-0.06023	0.0	0.0
0.037	-0.574301	0.0	0.0
0.038	-0.862233	0.0	0.0
0.039	-0.802083	0.0	0.0
0.04	-0.424747	0.0	0.0
0.041	0.122193	0.0	0.0
0.042	0.62213	0.0	0.0
0.043	0.909076	0.0	0.0
0.044	0.855171	0.0	0.0
0.045	0.487367	0.0	0.0
0.046	-0.050698	0.0	0.0
0.047	-0.567398	0.0	0.0
0.048	-0.856645	0.0	0.0
0.049	-0.806027	0.0	0.0
0.05	-0.431649	0.0	0.0
0.051	0.110689	0.0	0.0
0.052	0.616542	0.0	0.0
0.053	0.906447	0.0	0.0
0.054	0.859773	0.0	0.0
0.055	0.49427	0.0	0.0
0.056	-0.042809	0.0	0.0
0.057	-0.561153	0.0	0.0
0.058	-0.858289	0.0	0.0
0.059	-0.807013	0.0	0.0
0.06	-0.437894	0.0	0.0
0.061	0.105101	0.0	0.0
0.062	0.611283	0.0	0.0
0.063	0.905789	0.0	0.0
0.064	0.86306	0.0	0.0
0.065	0.50183	0.0	0.0
0.066	-0.036235	0.0	0.0
0.067	-0.555565	0.0	0.0
0.068	-0.856974	0.0	0.0
0.069	-0.811615	0.0	0.0
0.07	-0.443811	0.0	0.0
0.071	0.096884	0.0	0.0
0.072	0.605696	0.0	0.0
0.073	0.904146	0.0	0.0
0.074	0.867004	0.0	0.0
0.075	0.507746	0.0	0.0
0.076	-0.026375	0.0	0.0
0.077	-0.549649	0.0	0.0
0.078	-0.854016	0.0	0.0
0.079	-0.81523	0.0	0.0
0.08	-0.450385	0.0	0.0
0.081	0.09294	0.0	0.0
0.082	0.597807	0.0	0.0
0.083	0.902174	0.0	0.0
0.084	0.869305	0.0	0.0
0.085	0.514977	0.0	0.0
0.086	-0.021116	0.0	0.0
0.087	-0.543075	0.0	0.0
0.088	-0.851386	0.0	0.0
0.089	-0.81786	0.0	0.0
0.09	-0.458273	0.0	0.0
0.091	0.080778	0.0	0.0
0.092	0.592877	0.0	0.0
0.093	0.900202	0.0	0.0
0.094	0.871277	0.0	0.0
0.095	0.521222	0.0	0.0
0.096	-0.01257	0.0	0.0
0.097	-0.537159	0.0	0.0
0.098	-0.850072	0.0	0.0
0.099	-0.822133	0.0	0.0
